created_at,favorite_count,full_text,case_folding,cleaning,normalisasi,sentiment
2026-05-09T19:26:21.000Z,0,tapi w dah ngira kalo irang ada hati sama ian dulunya pas eps awal scene daebi mama manggil daegun jaga grgr gosip foto di rumah sakit sih #perfectcrown,tapi w dah ngira kalo irang ada hati sama ian dulunya pas eps awal scene daebi mama manggil daegun jaga grgr gosip foto di rumah sakit sih #perfectcrown,tapi w dah ngira kalo irang ada hati sama ian dulunya pas eps awal scene daebi mama manggil daegun jaga grgr gosip foto di rumah sakit sih,tapi gue sudah ngira kalau irang ada hati sama ian dulunya pas eps awal scene daebi mama manggil daegun jaga gara-gara gosip foto di rumah sakit sih,Netral
2026-05-09T19:03:12.000Z,0,"Ga seru 😂 org indon kalau sakit pun mai malaysia cari doctor sini sbb doctor sana bodoh2, banyak salah diagnosed. Kira seru la yeeee. Yg taktau kata bangsa indon dokmai cari doctor kat sini tu indon miskin ja, sbb kalau mai malaysia cari rumah sakit kena hat berduit ja.","ga seru 😂 org indon kalau sakit pun mai malaysia cari doctor sini sbb doctor sana bodoh2, banyak salah diagnosed. kira seru la yeeee. yg taktau kata bangsa indon dokmai cari doctor kat sini tu indon miskin ja, sbb kalau mai malaysia cari rumah sakit kena hat berduit ja.",ga seru org indon kalau sakit pun mai malaysia cari doctor sini sbb doctor sana bodoh2 banyak salah diagnosed kira seru la yeeee yg taktau kata bangsa indon dokmai cari doctor kat sini tu indon miskin ja sbb kalau mai malaysia cari rumah sakit kena hat berduit ja,tidak seru orang indon kalau sakit pun mau malaysia cari doctor sini sebab doctor sana bodoh2 banyak salah diagnosed kira seru lah ya yang taktau kata bangsa indon dokmai cari doctor kat sini itu indon miskin saja sebab kalau mau malaysia cari rumah sakit kena hati berduit saja,Negatif
2026-05-09T18:27:59.000Z,0,"Bertaun2 tidur gak pernah full tujuh jam. Kerja, tidur gak sampe tiga jam, kerja sambil makan, ketiduran, kerja sambil ngopi dan rokok, tidur mimpi buruk sebab badan linu sampe tulang2.

Diangkut ke rumah sakit, aduh syukur istirahat. Halah, gak ada backingan. Kerja. Sembuh. PHK.","bertaun2 tidur gak pernah full tujuh jam. kerja, tidur gak sampe tiga jam, kerja sambil makan, ketiduran, kerja sambil ngopi dan rokok, tidur mimpi buruk sebab badan linu sampe tulang2.

diangkut ke rumah sakit, aduh syukur istirahat. halah, gak ada backingan. kerja. sembuh. phk.",bertaun2 tidur gak pernah full tujuh jam kerja tidur gak sampe tiga jam kerja sambil makan ketiduran kerja sambil ngopi dan rokok tidur mimpi buruk sebab badan linu sampe tulang2 diangkut ke rumah sakit aduh syukur istirahat halah gak ada backingan kerja sembuh phk,bertaun2 tidur tidak pernah full tujuh jam kerja tidur tidak sampai tiga jam kerja sambil makan ketiduran kerja sambil ngopi dan rokok tidur mimpi buruk sebab badan linu sampai tulang2 diangkut ke rumah sakit aduh syukur istirahat halah tidak ada backingan kerja sembuh phk,Netral
2026-05-09T18:04:45.000Z,0,"Kematian hakim senior Shin Jong oh pada 6 Mei 2026 di kompleks Seoul High Court langsung menjadi sorotan internasional karena terjadi hanya beberapa hari setelah ia menangani perkara besar yang melibatkan mantan Ibu Negara Korea Selatan, Kim Keon hee.

Peristiwa itu terjadi https://t.co/f9RDs9roBv","kematian hakim senior shin jong oh pada 6 mei 2026 di kompleks seoul high court langsung menjadi sorotan internasional karena terjadi hanya beberapa hari setelah ia menangani perkara besar yang melibatkan mantan ibu negara korea selatan, kim keon hee.

peristiwa itu terjadi https://t.co/f9rds9robv",kematian hakim senior shin jong oh pada 6 mei 2026 di kompleks seoul high court langsung menjadi sorotan internasional karena terjadi hanya beberapa hari setelah ia menangani perkara besar yang melibatkan mantan ibu negara korea selatan kim keon hee peristiwa itu terjadi,kematian hakim senior shin jong oh pada 6 mei 2026 di kompleks seoul high court langsung menjadi sorotan internasional karena terjadi hanya beberapa hari setelah ia menangani perkara besar yang melibatkan mantan ibu negara korea selatan kim keon hee peristiwa itu terjadi,Negatif
2026-05-09T17:59:57.000Z,0,"ㅤㅤㅤ
""Kangen Mas Hugo!"" Hannah, sang adik, menyambutnya sumringah. 

""Hannah ya ampun Mas mau masuk ini."" Hugo mencoba melepaskan pelukan adiknya. Adik kesayangannya. 

""Nggak boleh masuk! Ayo anterin Hannah ke rumah sakit. Papa opname tapi kata dokter udah boleh pulang!""
ㅤ","ㅤㅤㅤ
""kangen mas hugo!"" hannah, sang adik, menyambutnya sumringah. 

""hannah ya ampun mas mau masuk ini."" hugo mencoba melepaskan pelukan adiknya. adik kesayangannya. 

""nggak boleh masuk! ayo anterin hannah ke rumah sakit. papa opname tapi kata dokter udah boleh pulang!""
ㅤ",kangen mas hugo hannah sang adik menyambutnya sumringah hannah ya ampun mas mau masuk ini hugo mencoba melepaskan pelukan adiknya adik kesayangannya nggak boleh masuk ayo anterin hannah ke rumah sakit papa opname tapi kata dokter udah boleh pulang,kangen mas hugo hannah sang adik menyambutnya sumringah hannah ya ampun mas mau masuk ini hugo mencoba melepaskan pelukan adiknya adik kesayangannya tidak boleh masuk ayo antarkan hannah ke rumah sakit papa opname tapi kata dokter sudah boleh pulang,Negatif
2026-05-09T17:59:51.000Z,0,"ㅤㅤㅤ
""Sini Hugo~ adek ada di box."" Mama menggeser box bayi dan menyuruh Hugo untuk duduk di ranjang rumah sakit. 

Hugo duduk di ranjang dan melihat sosok tak berdaya itu masih memejamkan mata. Kain warna pink yang menutupi tubuh sang bayi menandakan jenis kelaminnya.
ㅤ https://t.co/ugcNa62hg2","ㅤㅤㅤ
""sini hugo~ adek ada di box."" mama menggeser box bayi dan menyuruh hugo untuk duduk di ranjang rumah sakit. 

hugo duduk di ranjang dan melihat sosok tak berdaya itu masih memejamkan mata. kain warna pink yang menutupi tubuh sang bayi menandakan jenis kelaminnya.
ㅤ https://t.co/ugcna62hg2",sini hugo adek ada di box mama menggeser box bayi dan menyuruh hugo untuk duduk di ranjang rumah sakit hugo duduk di ranjang dan melihat sosok tak berdaya itu masih memejamkan mata kain warna pink yang menutupi tubuh sang bayi menandakan jenis kelaminnya,sini hugo adek ada di box mama menggeser box bayi dan menyuruh hugo untuk duduk di ranjang rumah sakit hugo duduk di ranjang dan melihat sosok tak berdaya itu masih memejamkan mata kain warna pink yang menutupi tubuh sang bayi menandakan jenis kelaminnya,Negatif
2026-05-09T17:59:49.000Z,0,"ㅤㅤㅤ
Dalam perjalanan menuju rumah sakit, tak henti-hentinya Hugo bertanya ke Papanya bagaimana paras sang adik, jenis kelaminnya, namanya dan semua yang bisa dia tanyakan. Terlalu antusias hingga Papa-nya kewalahan. 

Hugo sendiri benar-benar penasaran bagaimana adiknya.
ㅤ","ㅤㅤㅤ
dalam perjalanan menuju rumah sakit, tak henti-hentinya hugo bertanya ke papanya bagaimana paras sang adik, jenis kelaminnya, namanya dan semua yang bisa dia tanyakan. terlalu antusias hingga papa-nya kewalahan. 

hugo sendiri benar-benar penasaran bagaimana adiknya.
ㅤ",dalam perjalanan menuju rumah sakit tak henti hentinya hugo bertanya ke papanya bagaimana paras sang adik jenis kelaminnya namanya dan semua yang bisa dia tanyakan terlalu antusias hingga papa nya kewalahan hugo sendiri benar benar penasaran bagaimana adiknya,dalam perjalanan menuju rumah sakit tak henti hentinya hugo bertanya ke papanya bagaimana paras sang adik jenis kelaminnya namanya dan semua yang bisa dia tanyakan terlalu antusias hingga papa ya kewalahan hugo sendiri benar benar penasaran bagaimana adiknya,Negatif
2026-05-09T17:57:50.000Z,0,"Untuk apa ia mengkhawatirkan Dipta? Pria itu adalah pewaris, seseorang yang berdiri di puncak rantai makanan. Dipta punya ibunya yang elegan, punya akses ke fasilitas rumah sakit terbaik, dan punya uang untuk membeli keselamatan apa pun di dunia ini.","untuk apa ia mengkhawatirkan dipta? pria itu adalah pewaris, seseorang yang berdiri di puncak rantai makanan. dipta punya ibunya yang elegan, punya akses ke fasilitas rumah sakit terbaik, dan punya uang untuk membeli keselamatan apa pun di dunia ini.",untuk apa ia mengkhawatirkan dipta pria itu adalah pewaris seseorang yang berdiri di puncak rantai makanan dipta punya ibunya yang elegan punya akses ke fasilitas rumah sakit terbaik dan punya uang untuk membeli keselamatan apa pun di dunia ini,untuk apa ia mengkhawatirkan dipta pria itu adalah pewaris seseorang yang berdiri di puncak rantai makanan dipta punya ibunya yang elegan punya akses ke fasilitas rumah sakit terbaik dan punya uang untuk membeli keselamatan apa pun di dunia ini,Netral
2026-05-09T17:57:29.000Z,0,"Angin malam yang dingin menyapu wajah Khai saat ia melangkah keluar dari pelataran rumah sakit dengan langkah gontai. Di pinggir jalan, sebuah taksi tampak terparkir diam menunggu penumpang di bawah pendar lampu jalan yang temaram.","angin malam yang dingin menyapu wajah khai saat ia melangkah keluar dari pelataran rumah sakit dengan langkah gontai. di pinggir jalan, sebuah taksi tampak terparkir diam menunggu penumpang di bawah pendar lampu jalan yang temaram.",angin malam yang dingin menyapu wajah khai saat ia melangkah keluar dari pelataran rumah sakit dengan langkah gontai di pinggir jalan sebuah taksi tampak terparkir diam menunggu penumpang di bawah pendar lampu jalan yang temaram,angin malam yang dingin menyapu wajah khai saat ia melangkah keluar dari pelataran rumah sakit dengan langkah gontai di pinggir jalan sebuah taksi tampak terparkir diam menunggu penumpang di bawah pendar lampu jalan yang temaram,Negatif
2026-05-09T17:51:35.000Z,0,"tapi au au awal yg ak bikin diakun itu rada memalukan sih karena mash berantakan bgt. masa ada ceritanya org kecelakaan sampe amnesia cuma dirawat sehari di rumah sakit awokwok, parah","tapi au au awal yg ak bikin diakun itu rada memalukan sih karena mash berantakan bgt. masa ada ceritanya org kecelakaan sampe amnesia cuma dirawat sehari di rumah sakit awokwok, parah",tapi au au awal yg ak bikin diakun itu rada memalukan sih karena mash berantakan bgt masa ada ceritanya org kecelakaan sampe amnesia cuma dirawat sehari di rumah sakit awokwok parah,tapi au au awal yang aku bikin diakun itu rada memalukan sih karena mash berantakan banget masa ada ceritanya orang kecelakaan sampai amnesia cuma dirawat sehari di rumah sakit awokwok parah,Negatif
2026-05-09T17:46:31.000Z,0,@FandomID_ Stadion Cahaya licinnya kayak di rumah sakit umum yang habis dipel pakai karbol,@fandomid_ stadion cahaya licinnya kayak di rumah sakit umum yang habis dipel pakai karbol,stadion cahaya licinnya kayak di rumah sakit umum yang habis dipel pakai karbol,stadion cahaya licinnya kayak di rumah sakit umum yang habis dipel pakai karbol,Negatif
2026-05-09T17:46:02.000Z,0,"karena hindia, feast, perunggu dan aku menjadi pasien rumah sakit","karena hindia, feast, perunggu dan aku menjadi pasien rumah sakit",karena hindia feast perunggu dan aku menjadi pasien rumah sakit,karena hindia feast perunggu dan aku menjadi pasien rumah sakit,Negatif
2026-05-09T17:43:40.000Z,0,"sebuah kemajuan udah berani base polisi, pln sendirian, radio tower sendirian, rumah sakit sendirian, dan base raider. besok-besok mau coba bersihin nuklir ^___^ https://t.co/yXEgWNU9JV","sebuah kemajuan udah berani base polisi, pln sendirian, radio tower sendirian, rumah sakit sendirian, dan base raider. besok-besok mau coba bersihin nuklir ^___^ https://t.co/yxegwnu9jv",sebuah kemajuan udah berani base polisi pln sendirian radio tower sendirian rumah sakit sendirian dan base raider besok besok mau coba bersihin nuklir,sebuah kemajuan sudah berani base polisi pln sendirian radio tower sendirian rumah sakit sendirian dan base raider besok besok mau coba bersihin nuklir,Negatif
2026-05-09T17:21:03.000Z,0,"@gemerlapku Tiba-tiba, lorong rumah sakit terasa jauh lebih dingin dan mencekik. Khai mundur selangkah secara naluriah. Tangannya meremas ujung kemejanya yang kusut dan masih menyisakan bercak darah kecokelatan.","@gemerlapku tiba-tiba, lorong rumah sakit terasa jauh lebih dingin dan mencekik. khai mundur selangkah secara naluriah. tangannya meremas ujung kemejanya yang kusut dan masih menyisakan bercak darah kecokelatan.",tiba tiba lorong rumah sakit terasa jauh lebih dingin dan mencekik khai mundur selangkah secara naluriah tangannya meremas ujung kemejanya yang kusut dan masih menyisakan bercak darah kecokelatan,tiba tiba lorong rumah sakit terasa jauh lebih dingin dan mencekik khai mundur selangkah secara naluriah tangannya meremas ujung kemejanya yang kusut dan masih menyisakan bercak darah kecokelatan,Negatif
2026-05-09T17:19:53.000Z,0,"#ceritasa malming today
*di jalan arah puls
(2 jalur depan rumah sakit mampang)
👨🏻‍🚀 : mba saya naik ya soalnya kalo belok kiri banyak lampu merah dan biasanya macet (ke arah mampang prpt raya duren tiga itu)
🦸🏻‍♀️ : eh gausa pak lewt jln sy biasanya aja tapi agak ngelanggar dikit","#ceritasa malming today
*di jalan arah puls
(2 jalur depan rumah sakit mampang)
👨🏻‍🚀 : mba saya naik ya soalnya kalo belok kiri banyak lampu merah dan biasanya macet (ke arah mampang prpt raya duren tiga itu)
🦸🏻‍♀️ : eh gausa pak lewt jln sy biasanya aja tapi agak ngelanggar dikit",malming today di jalan arah puls 2 jalur depan rumah sakit mampang mba saya naik ya soalnya kalo belok kiri banyak lampu merah dan biasanya macet ke arah mampang prpt raya duren tiga itu eh gausa pak lewt jln sy biasanya aja tapi agak ngelanggar dikit,malming today di jalan arah puls 2 jalur depan rumah sakit mampang mbak saya naik ya soalnya kalau belok kiri banyak lampu merah dan biasanya macet ke arah mampang prpt raya duren tiga itu eh tidak usah pak lewt jalan saya biasanya saja tapi agak ngelanggar dikit,Negatif
2026-05-09T17:19:44.000Z,0,"@gemerlapku Bahunya yang tegang perlahan merosot.
Dengan langkah tertatih dan sisa tenaga yang ia miliki, Khai menyusuri lorong rumah sakit yang sepi dan dingin. 

Ia hanya ingin melihat Dipta.","@gemerlapku bahunya yang tegang perlahan merosot.
dengan langkah tertatih dan sisa tenaga yang ia miliki, khai menyusuri lorong rumah sakit yang sepi dan dingin. 

ia hanya ingin melihat dipta.",bahunya yang tegang perlahan merosot dengan langkah tertatih dan sisa tenaga yang ia miliki khai menyusuri lorong rumah sakit yang sepi dan dingin ia hanya ingin melihat dipta,bahunya yang tegang perlahan merosot dengan langkah tertatih dan sisa tenaga yang ia miliki khai menyusuri lorong rumah sakit yang sepi dan dingin ia hanya ingin melihat dipta,Negatif
2026-05-09T17:16:04.000Z,937,"""pokoknya aku sakit trus batuk demam, akhirnya dibawalah ke rumah sakit. Pada saat sampe di rumah sakit dokter-nya bilang gini 'ibu dia ada yang ngikutin' wow aku emng se-role-model itu guys aku kyk semuanya ikut-ikutin aku aahh""

Ella jadi role-model demit 😂😂
@AM_EllaJKT48 https://t.co/o51U1E7CD9","""pokoknya aku sakit trus batuk demam, akhirnya dibawalah ke rumah sakit. pada saat sampe di rumah sakit dokter-nya bilang gini 'ibu dia ada yang ngikutin' wow aku emng se-role-model itu guys aku kyk semuanya ikut-ikutin aku aahh""

ella jadi role-model demit 😂😂
@am_ellajkt48 https://t.co/o51u1e7cd9",pokoknya aku sakit trus batuk demam akhirnya dibawalah ke rumah sakit pada saat sampe di rumah sakit dokter nya bilang gini ibu dia ada yang ngikutin wow aku emng se role model itu guys aku kyk semuanya ikut ikutin aku aahh ella jadi role model demit,pokoknya aku sakit terus batuk demam akhirnya dibawalah ke rumah sakit pada saat sampai di rumah sakit dokter ya bilang begini ibu dia ada yang mengikuti wow aku memang se role model itu guys aku kayak semuanya ikut mengikuti aku ah ella jadi role model demit,Negatif
2026-05-09T17:15:52.000Z,0,"@gemerlapku Aroma menyengat dari antiseptik dan dinginnya udara rumah sakit sama sekali tidak membantu mengembalikan kesadaran Khai sepenuhnya. Di bawah pendar lampu neon yang menyilaukan, ia duduk mematung di tepi brankar IGD.","@gemerlapku aroma menyengat dari antiseptik dan dinginnya udara rumah sakit sama sekali tidak membantu mengembalikan kesadaran khai sepenuhnya. di bawah pendar lampu neon yang menyilaukan, ia duduk mematung di tepi brankar igd.",aroma menyengat dari antiseptik dan dinginnya udara rumah sakit sama sekali tidak membantu mengembalikan kesadaran khai sepenuhnya di bawah pendar lampu neon yang menyilaukan ia duduk mematung di tepi brankar igd,aroma menyengat dari antiseptik dan dinginnya udara rumah sakit sama sekali tidak membantu mengembalikan kesadaran khai sepenuhnya di bawah pendar lampu neon yang menyilaukan ia duduk mematung di tepi brankar igd,Negatif
2026-05-09T17:10:46.000Z,0,"SUMPAH BARU JUMAT KEMAREN INI SKENARIO TUTOR NYA YAALLAH, X kamu sperti membaca kehidupan kuliah ku 🦔

tapi sayangnya nggak smua rumah sakit sanggup kolonoskopi ya.. smoga sehat2 smua yhhh 🤍🐒","sumpah baru jumat kemaren ini skenario tutor nya yaallah, x kamu sperti membaca kehidupan kuliah ku 🦔

tapi sayangnya nggak smua rumah sakit sanggup kolonoskopi ya.. smoga sehat2 smua yhhh 🤍🐒",sumpah baru jumat kemaren ini skenario tutor nya yaallah x kamu sperti membaca kehidupan kuliah ku tapi sayangnya nggak smua rumah sakit sanggup kolonoskopi ya smoga sehat2 smua yhhh,sumpah baru jumat kemarin ini skenario tutor ya yaallah kali kamu seperti membaca kehidupan kuliah ku tapi sayangnya tidak semua rumah sakit sanggup kolonoskopi ya semoga sehat-sehat semua yhhh,Netral
2026-05-09T17:08:57.000Z,0,@room42hyeongjun KOCAK ABANG. Emang kalau Lambung kosong bisa sampe masuk rumah sakit sih,@room42hyeongjun kocak abang. emang kalau lambung kosong bisa sampe masuk rumah sakit sih,kocak abang emang kalau lambung kosong bisa sampe masuk rumah sakit sih,kocak abang memang kalau lambung kosong bisa sampai masuk rumah sakit sih,Negatif
2026-05-09T16:59:35.000Z,0,harusnya elu yg masuk rumah sakit kak bkn temen gua. rumah sakit jiwa tp,harusnya elu yg masuk rumah sakit kak bkn temen gua. rumah sakit jiwa tp,harusnya elu yg masuk rumah sakit kak bkn temen gua rumah sakit jiwa tp,harusnya lu yang masuk rumah sakit kak bukan teman gua rumah sakit jiwa tapi,Negatif
2026-05-09T16:53:02.000Z,0,MANA RUMAH SAKIT KORBAN YUSHI PLSS GW KORBAN KETAMPANAN &amp; KEIMUTAN NYA HARI INII 😭😭😭😭😭😭😭😭😭😭😭😭😭😭 https://t.co/cqoXqyHCng,mana rumah sakit korban yushi plss gw korban ketampanan &amp; keimutan nya hari inii 😭😭😭😭😭😭😭😭😭😭😭😭😭😭 https://t.co/cqoxqyhcng,mana rumah sakit korban yushi plss gw korban ketampanan amp keimutan nya hari inii,mana rumah sakit korban yushi plss gue korban ketampanan amp keimutan ya hari ini,Negatif
2026-05-09T16:49:27.000Z,0,"Kalo dulu belajar untuk tes SIM, setahuku ga boleh bunyiin klakson di area rumah sakit. Lha ini malah do mblayer ning ngarep Panti Rapih. Ealah.","kalo dulu belajar untuk tes sim, setahuku ga boleh bunyiin klakson di area rumah sakit. lha ini malah do mblayer ning ngarep panti rapih. ealah.",kalo dulu belajar untuk tes sim setahuku ga boleh bunyiin klakson di area rumah sakit lha ini malah do mblayer ning ngarep panti rapih ealah,kalau dulu belajar untuk tes sim setahuku tidak boleh bunyiin klakson di area rumah sakit lah ini malah di mblayer ning mengharap panti rapi ealah,Negatif
2026-05-09T16:44:35.000Z,0,terima kasih pada fosil dinosaurus terdegradasi yang menjadi minyak bumi dan digunakan untuk bahan bakar mobil yang membawa mama jaeyun ke rumah sakit untuk menghadirkan seorang pria cantik seperti jaeyun https://t.co/6CKRZEW3Cm,terima kasih pada fosil dinosaurus terdegradasi yang menjadi minyak bumi dan digunakan untuk bahan bakar mobil yang membawa mama jaeyun ke rumah sakit untuk menghadirkan seorang pria cantik seperti jaeyun https://t.co/6ckrzew3cm,terima kasih pada fosil dinosaurus terdegradasi yang menjadi minyak bumi dan digunakan untuk bahan bakar mobil yang membawa mama jaeyun ke rumah sakit untuk menghadirkan seorang pria cantik seperti jaeyun,terima kasih pada fosil dinosaurus terdegradasi yang menjadi minyak bumi dan digunakan untuk bahan bakar mobil yang membawa mama jaeyun ke rumah sakit untuk menghadirkan seorang pria cantik seperti jaeyun,Positif
2026-05-09T16:40:08.000Z,0,"@epicmnw Nenek gw pas mau dibawa ke RS bilang “udah gausah dibawa ke rumah sakit, saya mau “rame-rame” nya dirumah aja” cuma bapak gw mikir drpd nyesel seumur idup ga dibawa ke RS jadi dipaksa bawa ke RS, eh bnrn meninggal. Sebelum meninggal sempet ngasih tau simpenan duit dan wasiatnya.","@epicmnw nenek gw pas mau dibawa ke rs bilang “udah gausah dibawa ke rumah sakit, saya mau “rame-rame” nya dirumah aja” cuma bapak gw mikir drpd nyesel seumur idup ga dibawa ke rs jadi dipaksa bawa ke rs, eh bnrn meninggal. sebelum meninggal sempet ngasih tau simpenan duit dan wasiatnya.",nenek gw pas mau dibawa ke rs bilang udah gausah dibawa ke rumah sakit saya mau rame rame nya dirumah aja cuma bapak gw mikir drpd nyesel seumur idup ga dibawa ke rs jadi dipaksa bawa ke rs eh bnrn meninggal sebelum meninggal sempet ngasih tau simpenan duit dan wasiatnya,nenek gue pas mau dibawa ke rs bilang sudah tidak usah dibawa ke rumah sakit saya mau rame rame ya dirumah saja cuma bapak gue mikir daripada menyesal seumur hidup tidak dibawa ke rs jadi dipaksa bawa ke rs eh benaran meninggal sebelum meninggal sempat mengasih tau simpenan duit dan wasiatnya,Negatif
2026-05-09T16:38:58.000Z,0,"@hurtalive ㅤ

Petugas medis tak lagi ambil pusing usai mendengar penjelasan tuan yang tiba-tiba ikut masuk dalam mobil ambulans.

""Nafasnya lemah, ada beberapa luka terbuka""

""Pantau terus denyut nadinya""

Riuh suara dalam mobil mengiringi perjalanan cepat menuju rumah sakit.

ㅤ","@hurtalive ㅤ

petugas medis tak lagi ambil pusing usai mendengar penjelasan tuan yang tiba-tiba ikut masuk dalam mobil ambulans.

""nafasnya lemah, ada beberapa luka terbuka""

""pantau terus denyut nadinya""

riuh suara dalam mobil mengiringi perjalanan cepat menuju rumah sakit.

ㅤ",petugas medis tak lagi ambil pusing usai mendengar penjelasan tuan yang tiba tiba ikut masuk dalam mobil ambulans nafasnya lemah ada beberapa luka terbuka pantau terus denyut nadinya riuh suara dalam mobil mengiringi perjalanan cepat menuju rumah sakit,petugas medis tak lagi ambil pusing usai mendengar penjelasan tuan yang tiba tiba ikut masuk dalam mobil ambulans nafasnya lemah ada beberapa luka terbuka pantau terus denyut nadinya riuh suara dalam mobil mengiringi perjalanan cepat menuju rumah sakit,Negatif
2026-05-09T16:36:35.000Z,0,melon rumah sakit knp enak bgt ya.. apa gue skeptis???????? beli melon di toko buah rasanya ga semantap mania melon rumah sakit,melon rumah sakit knp enak bgt ya.. apa gue skeptis???????? beli melon di toko buah rasanya ga semantap mania melon rumah sakit,melon rumah sakit knp enak bgt ya apa gue skeptis beli melon di toko buah rasanya ga semantap mania melon rumah sakit,melon rumah sakit kenapa enak banget ya apa gue skeptis beli melon di toko buah rasanya tidak semantap mania melon rumah sakit,Netral
2026-05-09T16:29:22.000Z,0,lah profil dr. nya kan masih di rumah sakit kmrn habis ditusuk 😭 lo ambil pict nya dari au ya? 😭,lah profil dr. nya kan masih di rumah sakit kmrn habis ditusuk 😭 lo ambil pict nya dari au ya? 😭,lah profil dr nya kan masih di rumah sakit kmrn habis ditusuk lo ambil pict nya dari au ya,lah profil dari ya kan masih di rumah sakit kemarin habis ditusuk lo ambil pict ya dari au ya,Negatif
2026-05-09T16:29:10.000Z,0,"terima kasih ya Allah, telah membiarkan fosil dinosaurus terdegradasi dan menjadi minyak bumi yang digunakan untuk bahan bakar mobil yang membawa mamanya jungkook ke rumah sakit untuk menghadirkan seorang jeon jungkook di bumi ini https://t.co/45PuRGRbqt","terima kasih ya allah, telah membiarkan fosil dinosaurus terdegradasi dan menjadi minyak bumi yang digunakan untuk bahan bakar mobil yang membawa mamanya jungkook ke rumah sakit untuk menghadirkan seorang jeon jungkook di bumi ini https://t.co/45purgrbqt",terima kasih ya allah telah membiarkan fosil dinosaurus terdegradasi dan menjadi minyak bumi yang digunakan untuk bahan bakar mobil yang membawa mamanya jungkook ke rumah sakit untuk menghadirkan seorang jeon jungkook di bumi ini,terima kasih ya allah telah membiarkan fosil dinosaurus terdegradasi dan menjadi minyak bumi yang digunakan untuk bahan bakar mobil yang membawa mamanya jungkook ke rumah sakit untuk menghadirkan seorang jeon jungkook di bumi ini,Positif
2026-05-09T16:28:40.000Z,0,guys temui aku di rumah sakit terdekat TAKUT KEHILANGAN KEWARASAN,guys temui aku di rumah sakit terdekat takut kehilangan kewarasan,guys temui aku di rumah sakit terdekat takut kehilangan kewarasan,guys temui aku di rumah sakit terdekat takut kehilangan kewarasan,Negatif
2026-05-09T16:12:28.000Z,0,"Beda domisili, pasien BPJS ditolak 3x oleh pihak rumah sakit 
https://t.co/O7wzN6DYul","beda domisili, pasien bpjs ditolak 3x oleh pihak rumah sakit 
https://t.co/o7wzn6dyul",beda domisili pasien bpjs ditolak 3x oleh pihak rumah sakit,beda domisili pasien bpjs ditolak 3x oleh pihak rumah sakit,Negatif
2026-05-09T16:10:00.000Z,0,"@mondeserena @midnightrain__x Cari aja di kotamu kak, ada kok.
Kalo subsidi bisa di ngabila care karena harga lebih murah. Kalo di swasta ada rumah vaksinasi dan https://t.co/Sp7RXPlXVX. di rumah sakit besar biasanya ada. Di lab prodia juga ada https://t.co/gF5vsYmpJZ","@mondeserena @midnightrain__x cari aja di kotamu kak, ada kok.
kalo subsidi bisa di ngabila care karena harga lebih murah. kalo di swasta ada rumah vaksinasi dan https://t.co/sp7rxplxvx. di rumah sakit besar biasanya ada. di lab prodia juga ada https://t.co/gf5vsympjz",cari aja di kotamu kak ada kok kalo subsidi bisa di ngabila care karena harga lebih murah kalo di swasta ada rumah vaksinasi dan di rumah sakit besar biasanya ada di lab prodia juga ada,cari saja di kotamu kak ada kok kalau subsidi bisa di ngabila care karena harga lebih murah kalau di swasta ada rumah vaksinasi dan di rumah sakit besar biasanya ada di lab prodia juga ada,Negatif
2026-05-09T16:09:46.000Z,0,@Y_CynthiaJKT48 absen dlu aku lg di rumah sakit,@y_cynthiajkt48 absen dlu aku lg di rumah sakit,absen dlu aku lg di rumah sakit,absen dulu aku lagi di rumah sakit,Negatif
2026-05-09T16:07:43.000Z,0,"@evanf Ya dimakannya ngga salem satu waktu bjrit bang, yang ada kaga punya pemasukan karena kelamaan di rumah sakit nanti. WKWKKWKWK KENAPE SIK, kok ogah banget manggil gw baginda raja?","@evanf ya dimakannya ngga salem satu waktu bjrit bang, yang ada kaga punya pemasukan karena kelamaan di rumah sakit nanti. wkwkkwkwk kenape sik, kok ogah banget manggil gw baginda raja?",ya dimakannya ngga salem satu waktu bjrit bang yang ada kaga punya pemasukan karena kelamaan di rumah sakit nanti wkwkkwkwk kenape sik kok ogah banget manggil gw baginda raja,ya dimakannya tidak salem satu waktu bjrit abang yang ada kagak punya pemasukan karena kelamaan di rumah sakit nanti wkwkkwkwk kenapa sik kok ogah banget manggil gue baginda raja,Negatif
